Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
A S M Technologies Ltd.,2012,1.88,0.23,0.41,3.05,0.06,7.0,2.14,9.73,13.34,1.87,21.27,30.24,15.21,16.84,27.38,0,6.375024819828097,6.809260032233038
A S M Technologies Ltd.,2013,1.87,0.26,0.48,2.78,-0.03,7.35,1.92,9.27,13.1,1.87,18.17,26.29,14.7,14.7,15.22,0,6.6293632534374485,6.950910549296065
A S M Technologies Ltd.,2014,1.74,0.28,0.52,2.44,0.02,4.49,1.63,8.7,10.32,1.27,14.35,21.56,15.27,11.74,4.8,0,6.78975972074443,6.997778781629726
A S M Technologies Ltd.,2015,2.08,0.18,0.3,1.2,0.0,0.42,0.86,-4.12,23.61,0.82,-3.67,-5.16,0.81,-2.95,-42.38,0,6.847686752516018,6.446513155404975
A S M Technologies Ltd.,2016,12.39,0.01,0.01,1.36,0.38,9.63,1.17,9.12,13.07,8.36,10.79,12.57,15.5,8.2,17.68,0,6.596053700686136,6.60934924316738
A S M Technologies Ltd.,2017,4.95,0.1,0.15,1.45,0.01,33.45,1.33,4.67,9.16,3.67,6.38,6.9,9.0,4.69,2.68,0,6.707839853787134,6.635815313478964
A S M Technologies Ltd.,2018,4.0,0.11,0.16,1.4,0.01,13.92,1.22,7.39,11.55,2.86,9.41,10.86,9.27,7.16,1.29,0,6.743352222690527,6.648595873463558
A S M Technologies Ltd.,2019,3.35,0.16,0.27,1.49,-0.11,3.44,1.23,1.24,2.78,2.23,1.6,1.93,3.91,1.23,8.64,0,6.832169292025542,6.731495313566778
A S M Technologies Ltd.,2020,2.53,0.21,0.38,1.87,0.09,10.5,1.41,11.49,14.74,1.81,16.73,22.18,16.27,12.77,35.04,0,7.068001628124234,7.03191792160256
A S M Technologies Ltd.,2021,2.53,0.21,0.38,1.87,0.09,10.5,1.41,11.49,14.74,1.81,16.73,22.18,16.27,12.77,35.04,0,7.068001628124234,7.03191792160256
A X A Business Services Pvt. Ltd.,2002,4.49,0.28,0.45,1.63,,105.57,1.06,,23.1,4.49,,,,,159.86,0,,
A X A Business Services Pvt. Ltd.,2003,4.38,0.23833333333333337,0.38166666666666665,1.5533333333333332,,99.6,1.07,,21.685000000000002,4.38,,,,,135.92666666666668,0,,
A X A Business Services Pvt. Ltd.,2004,4.2700000000000005,0.1966666666666667,0.31333333333333335,1.4766666666666666,,93.63,1.08,,20.27,4.2700000000000005,,,,,111.99333333333334,0,,
A X A Business Services Pvt. Ltd.,2005,4.16,0.15500000000000003,0.245,1.4,,87.66,1.09,,18.855,4.16,,,,,88.06,0,,
A X A Business Services Pvt. Ltd.,2006,4.05,0.11333333333333337,0.17666666666666664,1.3233333333333333,,81.69,1.1,,17.44,4.05,,,,,64.12666666666667,0,,
A X A Business Services Pvt. Ltd.,2007,3.94,0.07166666666666671,0.10833333333333328,1.2466666666666666,0.19,75.72,1.11,13.42,16.025,3.94,,,8.19,,40.19333333333333,0,7.930601811875866,7.7321499961517555
A X A Business Services Pvt. Ltd.,2008,3.83,0.03,0.04,1.17,0.12,69.75,1.12,13.99,14.61,3.83,16.81,17.63,15.41,13.35,16.26,0,8.067807543249936,7.882805364729823
A X A Business Services Pvt. Ltd.,2009,4.16,0.02,0.03,0.91,0.16,70.13,0.88,9.8,19.58,4.16,9.67,9.97,9.1,7.83,-5.33,0,8.254606902303099,7.828038032125829
A X A Business Services Pvt. Ltd.,2010,3.16,0.02,0.02,0.72,0.0,39.06,0.7,3.67,4.37,3.16,2.79,2.86,5.22,2.19,-15.47,0,8.25325368690936,7.660020064025171
A X A Business Services Pvt. Ltd.,2011,3.27,0.013333333333333332,0.013333333333333332,0.8099999999999999,0.05,74.38333333333333,0.7966666666666666,14.450000000000001,10.07,3.2600000000000002,12.076666666666668,12.166666666666666,13.283333333333335,9.209999999999999,-10.8025,0,8.31288366119574,7.8210949942200285
A X A Business Services Pvt. Ltd.,2012,3.3800000000000003,0.006666666666666666,0.006666666666666666,0.9,0.1,109.70666666666666,0.8933333333333333,25.23,15.77,3.36,21.363333333333333,21.473333333333333,21.346666666666668,16.23,-6.135,0,8.369157112588834,7.959788291000195
A X A Business Services Pvt. Ltd.,2013,3.49,0.0,0.0,0.99,0.08,145.03,0.99,28.96,21.47,3.46,30.65,30.78,29.41,23.25,-1.4674999999999994,0,8.368507551020038,8.081567800213183
A X A Business Services Pvt. Ltd.,2014,3.18,0.0,0.0,0.98,0.0,533.93,0.97,14.83,23.26,3.14,15.87,15.93,17.68,12.35,3.2,0,8.413364834736488,8.113097145714312
A X A Business Services Pvt. Ltd.,2015,1.64,0.0,0.0,1.3,0.11,519.71,1.29,12.07,19.84,1.63,17.89,17.96,10.94,10.49,21.48,0,8.727794415555296,8.307705966549513
A X A Business Services Pvt. Ltd.,2016,4.11,0.0,0.0,1.48,0.05,296.38,1.48,10.31,15.67,4.05,17.07,17.11,9.09,8.66,10.15,0,8.65825863169484,8.404337993996151
A X A Business Services Pvt. Ltd.,2017,5.99,0.0,0.0,1.45,0.12000000000000001,998.45,1.45,11.093333333333334,19.94,5.99,16.793333333333333,17.913333333333334,14.033333333333335,10.24,16.47,0,8.692395018534008,8.474355277406136
A X A Business Services Pvt. Ltd.,2018,4.0,0.0,0.0,1.37,0.19,1345.5,1.37,11.876666666666667,16.27,3.9,16.516666666666666,18.716666666666665,18.976666666666667,11.82,4.04,0,8.725404475950528,8.539789298931757
A X A Business Services Pvt. Ltd.,2019,2.78,0.25,0.41,1.38,0.26,16.17,1.15,12.66,19.43,2.72,16.24,19.52,23.92,13.4,0.48,0,8.75735903789463,8.601203402743403
A X A Business Services Pvt. Ltd.,2020,2.73,0.17,0.26,1.52,0.29,78.59,1.14,19.27,26.05,2.71,23.02,30.74,30.38,19.09,10.32,0,8.75266049241928,8.69939807473744
A X A Business Services Pvt. Ltd.,2021,2.73,0.17,0.26,1.52,0.29,78.59,1.14,19.27,26.05,2.71,23.02,30.74,30.38,19.09,10.32,0,8.75266049241928,8.69939807473744
Accedere Ltd.,2002,19.19,0.0,0.0,0.08,0.006666666666666667,,0.08,0.0,0.0,19.19,,,7.159999999999999,,-8.11,0,3.75497925581846,1.3173014896329391
Accedere Ltd.,2003,16.77,0.0,0.0,0.09,0.013333333333333334,,0.08,0.0,0.0,16.77,,,6.21,,2.94,0,3.7463618895272988,1.3261904370501851
Accedere Ltd.,2004,53.0,0.0,0.0,0.09,0.02,,0.09,0.0,0.0,53.0,0.0,0.0,5.26,0.0,8.57,0,3.7376696182833684,1.33500106673234
Accedere Ltd.,2005,73.2,0.0,0.0,0.02,0.015,,0.02,0.0,0.0,73.2,0.0,0.0,7.39,0.0,-73.68,0,3.744787086052232,1.0818051703517284
Accedere Ltd.,2006,28.23,0.0,0.0,0.05,0.01,,0.05,0.0,0.0,28.23,0.0,0.0,9.52,0.0,110.0,0,3.751854253275325,0.7419373447293773
Accedere Ltd.,2007,366.0,0.0,0.0,0.07,0.0,,0.07,0.0,3.7,366.0,0.0,0.0,7.41,0.0,28.57,0,3.7256934272366524,0.9932517730102834
Accedere Ltd.,2008,367.0,0.0,0.0,0.05,0.0,,0.05,0.0,5.26,367.0,0.0,0.0,5.26,0.0,-29.63,0,3.7256934272366524,0.6418538861723947
Accedere Ltd.,2009,366.0,0.0,0.0,0.02,-0.02,,0.02,0.0,0.0,366.0,0.0,0.0,10.0,0.0,-47.37,0,3.7256934272366524,0.0
Accedere Ltd.,2010,390.0,0.0,0.0,0.02,-0.01,,0.02,1.135,0.0,366.0,0.12,0.12,7.275,0.115,-10.0,0,3.751854253275325,0.9932517730102834
Accedere Ltd.,2011,87.2,0.0,0.0,0.1,0.0,,0.1,2.27,0.0,73.8,0.24,0.24,4.55,0.23,388.89,0,3.7773481021015445,1.4816045409242156
Accedere Ltd.,2012,40.89,0.0,0.0,0.04,0.0,,0.04,0.0,0.0,40.89,0.0,0.0,6.25,0.0,-63.64,0,3.7864597824528,0.47000362924573563
Accedere Ltd.,2013,23.44,0.01,0.01,0.01,0.0,,0.01,0.0,0.0,23.44,0.0,0.0,20.0,0.0,-68.75,0,3.8022081394209395,-0.6931471805599453
Accedere Ltd.,2014,22.12,0.01,0.01,0.03,0.0,,0.03,0.0,0.0,22.12,0.0,0.0,36.36,0.0,120.0,0,3.8044377947482086,0.09531017980432493
Accedere Ltd.,2015,23.44,0.01,0.01,0.02,0.0,,0.02,0.0,0.0,23.44,0.0,0.0,42.86,0.0,-36.36,0,3.8022081394209395,-0.35667494393873245
Accedere Ltd.,2016,62.67,0.02,0.03,0.01,-0.01,,0.01,-380.0,-380.0,62.67,-4.41,-4.5,60.0,-4.24,-28.57,0,3.8044377947482086,-0.6931471805599453
Accedere Ltd.,2017,17.59,0.01,0.01,0.16,0.04,,0.16,3.03,3.03,17.59,0.47,0.48,34.85,0.44,1220.0,0,3.8308129500026027,1.8870696490323797
Accedere Ltd.,2018,8.51,0.01,0.01,0.37,0.16,,0.36,1.9,2.53,8.51,0.71,0.72,16.99,0.63,131.82,0,3.885679030088544,2.72785282839839
Accedere Ltd.,2019,8.71,0.0,0.0,0.18,0.07,,0.18,-3.75,-5.0,8.71,-0.71,-0.72,25.97,-0.63,-49.67,0,3.8501476017100584,2.0412203288596382
Accedere Ltd.,2020,8.54,0.0,0.0,0.13,0.17,1.0,0.13,1.75,1.72,8.54,0.24,0.24,34.55,0.22,-28.57,0,3.8264651170664994,1.7047480922384253
Accedere Ltd.,2021,8.54,0.0,0.0,0.13,0.17,1.0,0.13,1.75,1.72,8.54,0.24,0.24,34.55,0.22,-28.57,0,3.8264651170664994,1.7047480922384253
Ace Software Exports Ltd.,2000,1.76,0.03,0.03,0.67,0.12,,0.63,26.1,26.67,1.08,16.74,17.83,35.14,14.86,32.82,0,4.625952725170619,3.9473901492654373
Ace Software Exports Ltd.,2001,2.59,0.0,0.0,0.61,0.12,,0.6,17.86,18.21,1.92,11.26,11.45,23.92,10.01,2.51,0,4.617098756853365,3.9721769282478934
Ace Software Exports Ltd.,2002,4.0,0.03,0.03,0.44,-0.02,,0.43,11.85,14.29,2.78,5.62,5.72,20.14,5.34,-20.53,0,4.674696248636701,3.742420221041966
Ace Software Exports Ltd.,2003,4.14,0.0,0.0,0.42,0.06,,0.42,13.45,14.23,3.4,6.6,6.7,11.24,6.27,3.32,0,4.740574822994295,3.775057150354989
Ace Software Exports Ltd.,2004,2.3,0.05,0.06,0.54,0.3,,0.53,15.02,17.04,2.04,8.39,8.63,17.6,7.89,35.55,0,4.826712455935327,4.079230924412053
Ace Software Exports Ltd.,2005,3.03,0.03,0.04,0.44,-0.03,,0.42,12.08,12.64,2.0,5.43,5.68,13.68,5.09,-15.91,0,4.845760650906022,3.906004933102583
Ace Software Exports Ltd.,2006,3.13,0.03,0.03,0.39,-0.04,,0.38,8.21,9.31,2.68,3.7,3.83,-0.22,3.46,-8.85,0,4.848116364598481,3.8133070324889884
Ace Software Exports Ltd.,2007,2.6,0.03,0.03,0.25,-0.15,,0.24,35.59,36.34,2.41,20.96,21.61,-20.2,19.64,-32.23,0,4.979488565099419,3.4242626545931514
Ace Software Exports Ltd.,2008,5.33,0.0,0.0,0.2,-0.14,,0.2,12.6,13.59,4.38,3.58,3.63,-10.41,3.41,-12.38,0,4.953712146696635,3.292126286607793
Ace Software Exports Ltd.,2009,12.53,0.0,0.0,0.14,0.15,,0.14,-7.84,-8.63,11.86,-1.46,-1.46,-40.21,-1.43,-29.74,0,4.9344739331306915,2.9391619220655967
Ace Software Exports Ltd.,2010,13.48,0.0,0.0,0.13,-0.12,30.0,0.13,8.98,8.98,8.27,2.12,2.12,-58.43,2.05,-5.82,0,4.973279507552487,2.8791984572980396
Ace Software Exports Ltd.,2011,12.33,0.0,0.0,0.19,0.04,25.5,0.19,11.04,11.04,7.35,2.64,2.64,-4.85,2.53,50.56,0,4.995183189537334,3.288401887516811
Ace Software Exports Ltd.,2012,8.86,0.01,0.01,0.27,0.01,21.0,0.27,8.72,8.95,5.93,2.69,2.71,5.44,2.61,44.03,0,5.021904886354487,3.653252276470785
Ace Software Exports Ltd.,2013,6.29,0.0,0.0,0.32,0.0,63.0,0.32,11.01,11.19,2.41,4.07,4.1,1.68,3.94,23.58,0,5.0632277442154265,3.8649313978942956
Ace Software Exports Ltd.,2014,2.75,0.0,0.0,0.39,0.045,21.0,0.39,12.02,6.03,0.48,5.5600000000000005,5.58,5.77,5.26,25.37,0,5.124856438186279,4.165113633110308
Ace Software Exports Ltd.,2015,3.06,0.0,0.0,0.5,0.09,116.0,0.5,13.03,13.24,1.19,7.05,7.06,9.86,6.58,35.62,0,5.182906515036709,4.395682961121367
Ace Software Exports Ltd.,2016,4.93,0.0,0.0,0.49,0.06,123.0,0.49,11.17,13.46,3.02,5.91,5.92,10.6,5.6,4.69,0,5.297316866214453,4.441474093317302
Ace Software Exports Ltd.,2017,3.31,0.0,0.0,0.48,0.0,129.0,0.48,12.21,13.02,1.91,6.55,6.55,6.27,6.13,3.3,0,5.38081858805978,4.473921899378137
Ace Software Exports Ltd.,2018,3.95,0.0,0.0,0.42,-0.04,76.5,0.42,7.64,7.64,0.9,3.74,3.74,-3.83,3.49,-7.64,0,5.384953673207583,4.394449154672439
Ace Software Exports Ltd.,2019,4.42,0.01,0.02,0.41,-0.17,24.0,0.4,2.76,-24.58,0.4,1.23,1.24,-4.26,1.16,-7.28,0,5.244916589820922,4.318820558770089
Ace Software Exports Ltd.,2020,5.45,0.0,0.0,0.5,-0.01,24.0,0.49,-0.34,-7.75,0.49,-0.17,-0.18,0.35,-0.16,13.18,0,5.235377566774162,4.442651256490317
Ace Software Exports Ltd.,2021,5.45,0.0,0.0,0.5,-0.01,24.0,0.49,-0.34,-7.75,0.49,-0.17,-0.18,0.35,-0.16,13.18,0,5.235377566774162,4.442651256490317
Acropetal Technologies Ltd.,2005,2.65,0.34,0.57,1.8,0.1,12.35,1.12,37.46,38.96,2.26,42.51,68.49,49.39,40.39,128.37,0,4.467056883858457,4.189654742026425
Acropetal Technologies Ltd.,2006,3.0,0.28,0.42,3.31,-0.03,14.96,2.28,31.15,31.98,2.87,72.51,105.14,36.24,69.23,509.55,0,5.642261618007951,5.997198078955742
Acropetal Technologies Ltd.,2007,1.71,0.4,0.82,1.87,0.06,6.92,1.1,21.65,23.35,1.66,23.82,40.5,33.54,21.68,49.91,0,6.827087375914682,6.402083020456941
Acropetal Technologies Ltd.,2008,1.51,0.43,0.93,1.59,0.17,3.25,0.84,18.02,20.01,1.46,15.66,29.5,36.49,14.1,48.07,0,7.266268532194509,6.794586580876499
Acropetal Technologies Ltd.,2009,1.35,0.45,0.91,1.41,0.19,3.75,0.73,18.22,18.0,1.35,13.4,25.72,39.89,12.36,19.63,0,7.457782384947264,6.973823878951841
Acropetal Technologies Ltd.,2010,2.2,0.21,0.3,0.82,0.12,2.74,0.57,14.58,16.29,2.2,8.26,12.01,40.11,7.57,32.59,0,8.222956349993781,7.255944319270571
Acropetal Technologies Ltd.,2011,1.46,0.16,0.24,0.69,0.04,4.01,0.54,18.27,13.57,1.45,10.82,13.73,24.14,9.4,32.36,0,8.340169575715581,7.536310603648905
Acropetal Technologies Ltd.,2012,1.34,0.18,0.29,0.53,0.1,1.76,0.42,3.4,6.74,1.34,1.47,1.86,28.45,1.22,-18.89,0,8.415094018460783,7.326991791174219
Acropetal Technologies Ltd.,2013,1.65,0.18,0.39,0.42,0.05,1.76,0.32,-64.97,-60.01,1.65,-23.11,-30.78,34.63,-16.94,-29.94,0,8.43313744225224,6.971199451538672
Acropetal Technologies Ltd.,2014,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2015,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2016,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2017,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2018,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2019,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2020,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Acropetal Technologies Ltd.,2021,0.95,0.33,4.73,0.16,-0.04,1.76,0.09,-733.11,-598.8,0.95,-85.93,-155.5,-3.48,-46.94,-82.72,0,8.084531588619601,5.215479088239032
Adrenalin Esystems Ltd.,2010,2.11,0.85,,-3.23,,66.0,1.75,,3.76,2.11,,,,,16.04,0,,
Adrenalin Esystems Ltd.,2011,2.11,0.87,,-3.97,,13.5,1.56,,3.99,1.9,,,,,6.79,0,,
Adrenalin Esystems Ltd.,2012,1.97,0.76,,-7.68,,8.52,1.6,,8.84,1.76,,,,,32.19,0,,
Adrenalin Esystems Ltd.,2013,2.75,0.63,10.9,-88.98,,19.1,1.4,,12.3,2.38,,,,,0.66,0,,
Adrenalin Esystems Ltd.,2014,3.72,0.58,4.6,12.01,0.01,19.36,1.6,6.61,6.61,3.04,10.65,79.84,11.75,7.45,24.19,0,5.636573724962751,5.716698699922747
Adrenalin Esystems Ltd.,2015,5.0,0.5,2.25,5.77,0.04,211.515,1.42,12.29,-19.23,5.0,24.145000000000003,83.125,15.445,17.155,-2.14,0,5.904953045160004,6.048317358700765
Adrenalin Esystems Ltd.,2016,8.26,0.34,0.91,4.63,0.07,403.67,2.02,17.97,20.7,8.26,37.64,86.41,19.14,26.86,82.55,0,6.116333529153851,6.296925140911405
Adrenalin Esystems Ltd.,2017,3.32,0.0,0.0,1.68,0.08,37.0,1.28,2.5,3.39,3.32,3.27,4.27,2.42,2.28,-23.25,0,6.168773562078393,6.032366538428407
Adrenalin Esystems Ltd.,2018,2.94,0.0,0.0,1.51,0.03,234.33,1.51,9.21,12.73,2.94,14.25,14.25,11.2,9.7,28.99,0,6.3373565636812454,6.2869287600018176
Adrenalin Esystems Ltd.,2019,3.56,0.06,0.11,1.38,0.01,5.44,1.31,1.1,2.06,3.54,1.46,1.54,4.3,0.95,-1.75,0,6.513230110912307,6.269285659712888
Adrenalin Esystems Ltd.,2020,5.47,0.07,0.11,1.2,0.15,2.87,1.08,0.84,2.14,5.45,0.92,1.02,7.42,0.62,-10.96,0,6.414278293550759,6.1531581361059695
Adrenalin Esystems Ltd.,2021,5.47,0.07,0.11,1.2,0.15,2.87,1.08,0.84,2.14,5.45,0.92,1.02,7.42,0.62,-10.96,0,6.414278293550759,6.1531581361059695
Adroit Infotech Ltd.,2000,1.19,0.0,0.0,0.07,0.19,,0.07,-102.91,-102.91,1.14,-11.26,-11.26,-148.53,-10.76,,0,4.563305981889393,1.916922612182061
Adroit Infotech Ltd.,2001,1.4,0.0,0.0,0.07,-0.07,,0.07,-127.4,-193.15,0.28,-10.77,-10.77,-34.38,-9.88,-5.88,0,4.539030383483547,1.8562979903656263
Adroit Infotech Ltd.,2002,2.37,0.0,0.0,0.37,-0.11,,0.37,-7.98,-15.64,2.24,-2.97,-2.97,12.58,-2.61,409.37,0,4.670021158307708,3.484312288372662
Adroit Infotech Ltd.,2003,2.37,0.0,0.0,0.37,-0.11,,0.37,-7.98,-15.64,2.24,-2.97,-2.97,12.58,-2.61,409.37,0,4.670021158307708,3.484312288372662
Adroit Infotech Ltd.,2004,2.165,0.0,0.0,0.49,0.0,,0.49,6.47,-4.23,1.2650000000000001,-0.355,-0.355,13.07,-0.48,200.435,0,5.1310814471721224,4.695010889987881
Adroit Infotech Ltd.,2005,1.96,0.0,0.0,0.61,0.05,73.0,0.61,3.69,7.18,0.29,2.26,2.26,17.38,1.65,-8.5,0,5.633360010359655,4.6061696863211745
Adroit Infotech Ltd.,2006,1.37,0.01,0.02,0.04,-0.16,58.666,0.04,-595.65,-291.67,0.15,-30.88,-31.11,-280.82,-20.1,-92.71,0,5.586874056410478,1.9878743481543455
Adroit Infotech Ltd.,2007,1.59,0.0,0.01,0.01,0.0,44.332,0.01,-675.0,-833.33,0.25,-5.41,-5.47,-175.0,-3.4,-83.56,0,5.351858133476067,0.1823215567939546
Adroit Infotech Ltd.,2008,1.81,0.03,0.04,0.0,-0.02,29.998000000000005,0.0,-314.29,-371.43,0.2,-1.52,-1.55,28.57,-0.99,-41.67,0,5.4608612957333165,-0.35667494393873245
Adroit Infotech Ltd.,2009,1.63,0.0,0.0,0.0,0.02,15.664000000000001,0.0,-2400.0,-2400.0,0.18,-1.69,-1.72,61.785000000000004,-1.02,3.8866666666666703,0,5.4693251634417175,0.30010459245033816
Adroit Infotech Ltd.,2010,99.87,0.0,0.0,0.01,0.0,1.33,0.01,5.0,5.0,10.38,0.07,0.07,95.0,0.04,49.44333333333334,0,5.469746482175568,0.6931471805599453
Adroit Infotech Ltd.,2011,74.44,0.0,0.0,0.05,-0.03,13.064,0.05,-2341.03,-4010.26,10.75,-120.29,-120.29,-2305.13,-45.34,95.0,0,5.107762004826979,1.3609765531356006
Adroit Infotech Ltd.,2012,59.3,0.0,0.0,0.05,-0.02,24.798000000000002,0.05,-65.85,-53.66,8.74,-3.11,-3.11,-21.95,-1.64,5.13,0,5.095588999976419,1.410986973710262
Adroit Infotech Ltd.,2013,58.52,0.0,0.0,0.0,0.0,36.532,0.0,-375.0,-375.0,7.96,-0.94,-0.94,-100.0,-0.92,-90.24,0,5.086361004624392,-0.916290731874155
Adroit Infotech Ltd.,2014,31.84,0.2,0.26,0.62,0.13,48.266,0.55,-0.1,-3.83,21.93,-0.06,-0.06,13.46,-0.06,24050.0,0,5.27556037942542,4.570578741218473
Adroit Infotech Ltd.,2015,17.49,0.0,0.0,0.63,0.26,60.0,0.56,22.09,21.99,17.49,12.5,13.95,23.89,12.22,10.04,0,5.259576538231606,4.666265285347902
Adroit Infotech Ltd.,2016,15.82,0.0,0.0,0.2,0.01,146.0,0.2,31.62,33.96,15.82,6.55,6.55,36.34,6.3,-60.4,0,5.4638318050256105,3.7400477406883357
Adroit Infotech Ltd.,2017,1.8,0.04,0.06,1.02,-0.09,14.37,0.99,8.78,11.21,1.78,8.72,8.98,14.24,7.03,435.63,0,5.800304041646823,5.418320158942733
Adroit Infotech Ltd.,2018,1.29,0.11,0.18,0.68,0.25,9.98,0.61,-8.78,-9.19,1.28,-5.38,-6.02,-5.28,-3.8,-36.14,0,5.8377304471659395,4.969813299576001
Adroit Infotech Ltd.,2019,0.42,0.33,0.9,0.6,0.01,5.59,0.44,-174.63,-175.86,0.42,-78.4,-105.75,9.73,-55.13,-44.31,0,5.159055299214529,4.384523514872469
Adroit Infotech Ltd.,2020,0.63,0.31,0.71,0.98,-0.14,1.2,0.54,0.0,0.42,0.62,0.0,0.0,33.01,0.0,-22.94,0,4.98292145552874,4.123903364463645
Adroit Infotech Ltd.,2021,0.63,0.31,0.71,0.98,-0.14,1.2,0.54,0.0,0.42,0.62,0.0,0.0,33.01,0.0,-22.94,0,4.98292145552874,4.123903364463645
Advent Computer Services Ltd.,2000,64.5,0.02,0.02,0.16,-0.05,49.0,0.16,9.98,10.19,64.5,1.58,1.64,66.16,1.57,95.78,0,5.758586266696875,3.8372994592322094
Advent Computer Services Ltd.,2001,31.41,0.02,0.02,0.02,0.0,49.0,0.02,-19.3,-19.3,31.41,-0.32,-0.33,50.88,-0.32,-87.72,0,5.9099833052400985,1.7404661748405046
Advent Computer Services Ltd.,2002,15.78,0.02,0.02,0.01,0.0,49.0,0.01,-860.0,-862.86,15.78,-8.57,-8.7,37.14,-8.51,-38.6,0,5.82600010738045,1.252762968495368
Advent Computer Services Ltd.,2003,9.59,0.02,0.02,0.01,0.0016666666666666668,49.0,0.01,-717.1566666666666,-597.14,9.59,-7.171666666666667,-7.281666666666666,32.435,-7.121666666666666,0.0,0,5.7394177078224615,1.5260563034950492
Advent Computer Services Ltd.,2004,0.24,0.11,0.13,0.01,0.0033333333333333335,49.0,0.01,-574.3133333333333,-10269.23,0.24,-5.773333333333333,-5.863333333333333,27.73,-5.7333333333333325,-25.71,0,5.644622058145579,1.7404661748405044
Advent Computer Services Ltd.,2005,6.69,0.05,0.05,0.46,0.005,49.0,0.44,-431.47,42.72,6.69,-4.375,-4.444999999999999,23.025,-4.345,0.0,0,5.5398900533306135,1.916922612182061
Advent Computer Services Ltd.,2006,0.16,0.04,0.04,0.02,0.006666666666666667,49.0,0.02,-288.62666666666667,-10.0,0.16,-2.9766666666666666,-3.0266666666666664,18.32,-2.956666666666666,-95.77,0,5.422892101129667,2.0668627594729756
Advent Computer Services Ltd.,2007,0.16,0.04,0.04,0.02,0.008333333333333333,49.0,0.02,-145.7833333333333,-10.0,0.16,-1.5783333333333331,-1.6083333333333334,13.615000000000002,-1.5683333333333325,-95.77,0,5.290369196698863,2.1972245773362196
Advent Computer Services Ltd.,2008,10.43,0.04,0.04,0.06,0.01,49.0,0.06,-2.94,-2.94,10.43,-0.18,-0.19,8.91,-0.18,152.5,0,5.1375615876686425,2.312535423847214
Advent Computer Services Ltd.,2009,9.2,0.04,0.04,0.01,0.005,49.0,0.01,-14.93,-65.22,9.2,-0.305,-0.32,6.38,-0.295,130.0,0,5.136974216139274,1.8484548129046001
Advent Computer Services Ltd.,2010,0.15,0.04,0.04,0.02,0.0,49.0,0.02,-26.92,-26.92,0.09,-0.43,-0.45,3.85,-0.41,13.04,0,5.136386499401816,0.9555114450274363
Advent Computer Services Ltd.,2011,0.11,0.04,0.05,0.01,0.0,49.0,0.01,-22.39,-84.21,0.06,-0.37,-0.385,1.925,-0.35,-26.92,0,5.134915694606593,0.9932517730102834
Advent Computer Services Ltd.,2012,0.11,0.04,0.05,0.02,0.0,49.0,0.02,-17.86,-17.86,0.11,-0.31,-0.32,0.0,-0.29,47.37,0,5.133442723357803,1.0296194171811581
Advent Computer Services Ltd.,2013,0.14,0.04,0.05,0.02,0.0,49.0,0.02,-8.93,0.0,0.11,-0.155,-0.16,9.675,-0.145,-7.14,0,5.134032172240181,1.0818051703517284
Advent Computer Services Ltd.,2014,0.02,0.04,0.05,0.02,0.0,49.0,0.02,0.0,0.0,0.02,0.0,0.0,19.35,0.0,19.23,0,5.134621273877247,1.1314021114911006
Advent Computer Services Ltd.,2015,0.29,0.04,0.05,0.03,-0.015,49.0,0.03,0.0,2.08,0.29,0.0,0.0,15.11,0.0,54.84,0,5.153869462182164,1.3480731482996928
Advent Computer Services Ltd.,2016,0.99,0.07,0.08,0.03,-0.03,49.0,0.03,0.0,0.0,0.99,0.0,0.0,10.87,0.0,-4.17,0,5.172754143572691,1.5260563034950492
Advent Computer Services Ltd.,2017,1.96,0.13,0.16,0.01,-0.03,49.0,0.01,-325.0,-325.0,1.96,-3.05,-3.42,-436.36,-2.89,-76.09,0,5.21057845224003,0.09531017980432493
